lit_name,rank,bna_l2_abbr,bna_l2_name,bna_lobe,p_raw,p,n_papers,n_coords,k_papers,eff_n,n80,n_observed,top1_p
o precentral gyrus,1,PrG,Precentral Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
o sma,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
o superior frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occ,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occ,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.4082,0.3361,20.0,41,49.0,9.4,6,9,0.336
occipital,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.2653,0.2213,13.0,18,49.0,9.4,6,9,0.336
occipital,3,IPL,Inferior Parietal Lobule,Parietal Lobe,0.102,0.0902,5.0,9,49.0,9.4,6,9,0.336
occipital,4,Pcun,Precuneus,Parietal Lobe,0.0612,0.0574,3.0,5,49.0,9.4,6,9,0.336
occipital,5,FuG,Fusiform Gyrus,Temporal Lobe,0.0612,0.0574,3.0,3,49.0,9.4,6,9,0.336
occipital,6,CG,Cingulate Gyrus,Limbic Lobe,0.0408,0.041,2.0,2,49.0,9.4,6,9,0.336
occipital,7,Hipp,Hippocampus,Subcortical Nuclei,0.0204,0.0246,1.0,1,49.0,9.4,6,9,0.336
occipital,8,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0204,0.0246,1.0,1,49.0,9.4,6,9,0.336
occipital,9,PhG,Parahippocampal Gyrus,Temporal Lobe,0.0204,0.0246,1.0,1,49.0,9.4,6,9,0.336
occipital and cerebellar area,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital and fusiform gyrus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipital and temporal cortex,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital c,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital cortex,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.48,0.3952,24.0,43,50.0,7.38,6,8,0.3949
occipital cortex,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.34,0.2823,17.0,30,50.0,7.38,6,8,0.3949
occipital cortex,3,FuG,Fusiform Gyrus,Temporal Lobe,0.06,0.0565,3.0,4,50.0,7.38,6,8,0.3949
occipital cortex,4,MTG,Middle Temporal Gyrus,Temporal Lobe,0.04,0.0403,2.0,2,50.0,7.38,6,8,0.3949
occipital cortex,5,BG,Basal Ganglia,Subcortical Nuclei,0.02,0.0242,1.0,1,50.0,7.38,6,8,0.3949
occipital cortex,6,Hipp,Hippocampus,Subcortical Nuclei,0.02,0.0242,1.0,1,50.0,7.38,6,8,0.3949
occipital cortex,7,MFG,Middle Frontal Gyrus,Frontal Lobe,0.02,0.0242,1.0,1,50.0,7.38,6,8,0.3949
occipital cortex,8,OrG,Orbital Gyrus,Frontal Lobe,0.02,0.0242,1.0,1,50.0,7.38,6,8,0.3949
occipital cortex and thalamus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipital cortex ba 18,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
occipital cortex ba 18,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3333,0.1,1.0,2,3.0,20.55,18,2,0.1668
occipital cortex ba 18 4,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital fusiform,1,FuG,Fusiform Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital fusiform,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital fusiform 19,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital fusiform cortex,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital fusiform gyrus,1,FuG,Fusiform Gyrus,Temporal Lobe,0.4091,0.2794,9.0,11,22.0,9.98,11,3,0.2794
occipital fusiform gyrus,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3636,0.25,8.0,15,22.0,9.98,11,3,0.2794
occipital fusiform gyrus,3,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.2273,0.1618,5.0,5,22.0,9.98,11,3,0.2794
occipital fusiform gyrus 19,1,FuG,Fusiform Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital fusiform gyrus 19,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital gyrus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.7857,0.4423,11.0,15,14.0,10.44,14,3,0.4426
occipital gyrus,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.1429,0.0962,2.0,3,14.0,10.44,14,3,0.4426
occipital gyrus,3,FuG,Fusiform Gyrus,Temporal Lobe,0.0714,0.0577,1.0,1,14.0,10.44,14,3,0.4426
occipital gyrus 19,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital gyrus 19,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
occipital gyrus ba 18,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,3,1.0,22.91,19,1,0.1153
occipital inf,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.4,0.1471,2.0,4,5.0,20.06,18,4,0.1471
occipital inf,2,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
occipital inf,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
occipital inf,4,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.2,0.0882,1.0,1,5.0,20.06,18,4,0.1471
occipital inferior,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital lingual gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1786,2.0,3,2.0,21.0,19,1,0.1787
occipital lobe,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.45,0.3558,18.0,27,40.0,7.77,6,6,0.3559
occipital lobe,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.375,0.2981,15.0,21,40.0,7.77,6,6,0.3559
occipital lobe,3,IPL,Inferior Parietal Lobule,Parietal Lobe,0.1,0.0865,4.0,5,40.0,7.77,6,6,0.3559
occipital lobe,4,FuG,Fusiform Gyrus,Temporal Lobe,0.025,0.0288,1.0,1,40.0,7.77,6,6,0.3559
occipital lobe,5,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.025,0.0288,1.0,1,40.0,7.77,6,6,0.3559
occipital lobe,6,Pcun,Precuneus,Parietal Lobe,0.025,0.0288,1.0,1,40.0,7.77,6,6,0.3559
occipital lobe 18,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital lobe ba 18,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipital lobe cl,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital lobe cuneus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital lobe il,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital lobe lingual gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital medial area,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipital mid,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5385,0.3,7.0,7,13.0,11.39,14,2,0.3
occipital mid,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.4615,0.26,6.0,11,13.0,11.39,14,2,0.3
occipital parietal junction,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital pole,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.6222,0.5,28.0,42,45.0,5.08,2,2,0.4997
occipital pole,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.3778,0.307,17.0,21,45.0,5.08,2,2,0.4997
occipital pole and cerebellum,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital pole and lingual gyrus,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital region,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital sup,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.2333,3.0,6,3.0,19.05,18,1,0.2335
occipital superior lobe,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipital temporal gyrus 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipital temporal lobe 37,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipito parietal cortex,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipito parietal junction,1,IPL,Inferior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
occipito parietal junction,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
occipito temporal,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
occipito temporal junction,1,MTG,Middle Temporal Gyrus,Temporal Lobe,0.5,0.1944,3.0,4,6.0,18.0,17,3,0.1943
occipito temporal junction,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3333,0.1389,2.0,3,6.0,18.0,17,3,0.1943
occipito temporal junction,3,FuG,Fusiform Gyrus,Temporal Lobe,0.1667,0.0833,1.0,1,6.0,18.0,17,3,0.1943
occipito temporal junction inferior occipital gyrusr inferior temporal gyrusr middle temporal gyrus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipito temporal junction middle occipital gyrusl middle temporal gyrusl inferior occipital gyrusl superior temporal gyrusl inferior parietal lobe,1,MTG,Middle Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipito temporal junction middle temporal gyrusr inferior temporal gyrus,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipito temporal sulcus,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipitoparietal fissure,1,Pcun,Precuneus,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipitoparietal junction,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipitopemporal,1,FuG,Fusiform Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipitotemporal,1,ITG,Inferior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occipitotemporal area ba 37,1,FuG,Fusiform Gyrus,Temporal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
occipitotemporal area ba 37,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
occipitotemporal cortex,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.3333,0.1,1.0,3,3.0,21.57,18,3,0.1001
occipitotemporal cortex,2,IPL,Inferior Parietal Lobule,Parietal Lobe,0.3333,0.1,1.0,2,3.0,21.57,18,3,0.1001
occipitotemporal cortex,3,ITG,Inferior Temporal Gyrus,Temporal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
occipitotemporal junction,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occiput wedge leaf,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occitpital cortex,1,Pcun,Precuneus,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
occp,1,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
ocg,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
ofa,1,LOcC,lateral Occipital Cortex,Occipital Lobe,0.6667,0.25,4.0,4,6.0,16.63,17,2,0.2499
ofa,2,FuG,Fusiform Gyrus,Temporal Lobe,0.3333,0.1389,2.0,2,6.0,16.63,17,2,0.2499
ofc lateral,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
ofc orbital,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
ofg,1,FuG,Fusiform Gyrus,Temporal Lobe,0.6667,0.1667,2.0,2,3.0,20.55,18,2,0.1668
ofg,2,MVOcC,MedioVentral Occipital Cortex,Occipital Lobe,0.3333,0.1,1.0,1,3.0,20.55,18,2,0.1668
oifg,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
oig,1,FuG,Fusiform Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
oig,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
olfactory,1,BG,Basal Ganglia,Subcortical Nuclei,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
olfactory,2,INS,Insular Gyrus,Insular Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
olfactory,3,OrG,Orbital Gyrus,Frontal Lobe,0.3333,0.1,1.0,1,3.0,21.57,18,3,0.1001
olfactory cortex,1,BG,Basal Ganglia,Subcortical Nuclei,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
olfactory cortex,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
olfactory lobe,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
olfactory sulcus,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
ompfc,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
op 3,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
op1,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
operc sii,1,IPL,Inferior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
opercular cortex,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
opercular cortex,2,STG,Superior Temporal Gyrus,Temporal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
opercular inferior frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
opercular part of the inferior frontal gyrus,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
operculum,1,INS,Insular Gyrus,Insular Lobe,0.5,0.1562,2.0,3,4.0,20.24,18,3,0.1564
operculum,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
operculum,3,PoG,Postcentral Gyrus,Parietal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
operculum 41,1,STG,Superior Temporal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
operculum cortex,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
opj,1,SPL,Superior Parietal Lobule,Parietal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
opjx,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
optjx,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbital frontal,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
orbital frontal,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
orbital frontal cortex,1,OrG,Orbital Gyrus,Frontal Lobe,0.5593,0.4718,33.0,58,59.0,7.43,5,9,0.4722
orbital frontal cortex,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.1525,0.1338,9.0,16,59.0,7.43,5,9,0.4722
orbital frontal cortex,3,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.1186,0.1056,7.0,8,59.0,7.43,5,9,0.4722
orbital frontal cortex,4,INS,Insular Gyrus,Insular Lobe,0.0508,0.0493,3.0,3,59.0,7.43,5,9,0.4722
orbital frontal cortex,5,SFG,Superior Frontal Gyrus,Frontal Lobe,0.0508,0.0493,3.0,3,59.0,7.43,5,9,0.4722
orbital frontal cortex,6,CG,Cingulate Gyrus,Limbic Lobe,0.0169,0.0211,1.0,2,59.0,7.43,5,9,0.4722
orbital frontal cortex,7,Hipp,Hippocampus,Subcortical Nuclei,0.0169,0.0211,1.0,1,59.0,7.43,5,9,0.4722
orbital frontal cortex,8,STG,Superior Temporal Gyrus,Temporal Lobe,0.0169,0.0211,1.0,1,59.0,7.43,5,9,0.4722
orbital frontal cortex,9,Tha,Thalamus,Subcortical Nuclei,0.0169,0.0211,1.0,1,59.0,7.43,5,9,0.4722
orbital frontal gyrus,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.5,0.1562,2.0,3,4.0,20.24,18,3,0.1564
orbital frontal gyrus,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
orbital frontal gyrus,3,OrG,Orbital Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,20.24,18,3,0.1564
orbital frontal lobe,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbital gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,0.625,0.275,5.0,7,8.0,16.16,16,4,0.275
orbital gyrus,2,BG,Basal Ganglia,Subcortical Nuclei,0.125,0.075,1.0,1,8.0,16.16,16,4,0.275
orbital gyrus,3,CG,Cingulate Gyrus,Limbic Lobe,0.125,0.075,1.0,1,8.0,16.16,16,4,0.275
orbital gyrus,4,INS,Insular Gyrus,Insular Lobe,0.125,0.075,1.0,1,8.0,16.16,16,4,0.275
orbital gyrus 18,1,LOcC,lateral Occipital Cortex,Occipital Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbital gyrus ba 11,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbital inferior frontal gyrus,1,INS,Insular Gyrus,Insular Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbital medial frontal gyrus,1,SFG,Superior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbital middle frontal gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbital sulcus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1786,2.0,2,2.0,21.0,19,1,0.1787
orbital superior frontal gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbito frontal region,1,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
orbito frontal region,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
orbitofrontal,1,OrG,Orbital Gyrus,Frontal Lobe,0.6667,0.3095,6.0,13,9.0,14.49,16,3,0.3096
orbitofrontal,2,CG,Cingulate Gyrus,Limbic Lobe,0.2222,0.119,2.0,2,9.0,14.49,16,3,0.3096
orbitofrontal,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.1111,0.0714,1.0,1,9.0,14.49,16,3,0.3096
orbitofrontal 11,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal 11 47,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,4,1.0,22.91,19,1,0.1153
orbitofrontal ba 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbitofrontal c,1,IFG,Inferior Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal cortex,1,OrG,Orbital Gyrus,Frontal Lobe,0.7321,0.6103,41.0,48,56.0,5.38,4,6,0.6097
orbitofrontal cortex,2,IFG,Inferior Frontal Gyrus,Frontal Lobe,0.0893,0.0809,5.0,6,56.0,5.38,4,6,0.6097
orbitofrontal cortex,3,MFG,Middle Frontal Gyrus,Frontal Lobe,0.0893,0.0809,5.0,5,56.0,5.38,4,6,0.6097
orbitofrontal cortex,4,INS,Insular Gyrus,Insular Lobe,0.0536,0.0515,3.0,3,56.0,5.38,4,6,0.6097
orbitofrontal cortex,5,BG,Basal Ganglia,Subcortical Nuclei,0.0179,0.0221,1.0,1,56.0,5.38,4,6,0.6097
orbitofrontal cortex,6,SFG,Superior Frontal Gyrus,Frontal Lobe,0.0179,0.0221,1.0,1,56.0,5.38,4,6,0.6097
orbitofrontal cortex 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal cortex 47,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbitofrontal cortex ba 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal cortex ba 47,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal cortex1,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal cortex4,1,MFG,Middle Frontal Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontal gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,0.625,0.275,5.0,8,8.0,15.58,16,3,0.275
orbitofrontal gyrus,2,MFG,Middle Frontal Gyrus,Frontal Lobe,0.25,0.125,2.0,2,8.0,15.58,16,3,0.275
orbitofrontal gyrus,3,Hipp,Hippocampus,Subcortical Nuclei,0.125,0.075,1.0,1,8.0,15.58,16,3,0.275
orbitofrontal gyrus 11,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbitofrontal gyrus 47,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitofrontalcortex,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,2,1.0,22.91,19,1,0.1153
orbitomedial frontal gyrus,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
orbitomedial prefrontal cortex,1,MFG,Middle Frontal Gyrus,Frontal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
orbitomedial prefrontal cortex,2,OrG,Orbital Gyrus,Frontal Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
orbsup,1,OrG,Orbital Gyrus,Frontal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
other,1,BG,Basal Ganglia,Subcortical Nuclei,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
other,2,CG,Cingulate Gyrus,Limbic Lobe,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
other,3,IPL,Inferior Parietal Lobule,Parietal Lobe,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
other,4,OrG,Orbital Gyrus,Frontal Lobe,0.25,0.0938,1.0,1,4.0,21.18,18,4,0.0939
otpj,1,SPL,Superior Parietal Lobule,Parietal Lobe,0.5,0.1071,1.0,2,2.0,22.13,19,2,0.1071
otpj,2,LOcC,lateral Occipital Cortex,Occipital Lobe,0.5,0.1071,1.0,1,2.0,22.13,19,2,0.1071
p cingulate,1,Hipp,Hippocampus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
pacc,1,CG,Cingulate Gyrus,Limbic Lobe,0.5,0.1944,3.0,3,6.0,18.0,17,3,0.1943
pacc,2,SFG,Superior Frontal Gyrus,Frontal Lobe,0.3333,0.1389,2.0,2,6.0,18.0,17,3,0.1943
pacc,3,OrG,Orbital Gyrus,Frontal Lobe,0.1667,0.0833,1.0,1,6.0,18.0,17,3,0.1943
pag,1,Tha,Thalamus,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
pallidus,1,BG,Basal Ganglia,Subcortical Nuclei,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
para cingulate g,1,CG,Cingulate Gyrus,Limbic Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
para hippocampal cortex,1,PhG,Parahippocampal Gyrus,Temporal Lobe,1.0,0.1154,1.0,1,1.0,22.91,19,1,0.1153
